order_id,order_date,ship_date,customer_id,customer_name,region,category,product_name,quantity,unit_price,unit_cost,discount,year,quarter,month,month_name,month_year,day_of_week,days_to_ship,revenue,total_cost,profit,profit_margin,order_value,order_month,cohort_month,cohort_index,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,customer_segment
ORD02792,2024-12-15,2024-12-20,CUST0151,Uma Thompson,Central,Sports & Outdoors,Yoga Mat Premium,1,68.1,19.1,0.07,2024,Q4,12,Dec,2024-12,Sunday,5.0,63.33,19.1,44.23,69.84,63.33,2024-12,2022-01,35,16,18,9832.7,5,5,5,15,Champions
ORD02793,2024-08-28,2024-09-01,CUST0314,Grace Thomas,East,Electronics,Webcam HD,1,95.19,27.62,0.08,2024,Q3,8,Aug,2024-08,Wednesday,4.0,87.57,27.62,59.95,68.46,87.57,2024-08,2022-01,31,125,17,13312.62,2,5,5,12,At Risk
ORD02794,2023-06-16,2023-06-22,CUST0285,Wendy Martinez,West,Office Supplies,Stapler Heavy Duty,3,25.94,8.49,0.08,2023,Q2,6,Jun,2023-06,Friday,6.0,71.59,25.47,46.12,64.42,71.59,2023-06,2022-01,17,162,9,2633.52,1,1,1,3,Others
ORD02795,2022-06-07,2022-06-10,CUST0188,Victor Martinez,North,Furniture,Ergonomic Footrest,1,58.57,23.3,0.28,2022,Q2,6,Jun,2022-06,Tuesday,3.0,42.17,23.3,18.87,44.75,42.17,2022-06,2022-06,0,214,10,3147.55,1,2,1,4,Others
ORD02796,2022-09-07,2022-09-10,CUST0063,Xander Robinson,Central,Sports & Outdoors,Yoga Mat Premium,1,65.32,19.62,0.04,2022,Q3,9,Sep,2022-09,Wednesday,3.0,62.71,19.62,43.09,68.71,62.71,2022-09,2022-01,8,3,17,5516.93,5,5,3,13,Loyal Customers
ORD02797,2022-07-09,2022-07-16,CUST0257,Maya Anderson,North,Clothing,Business Suit,2,378.09,133.97,0.11,2022,Q3,7,Jul,2022-07,Saturday,7.0,673.0,267.94,405.06,60.19,673.0,2022-07,2022-07,0,50,14,8502.9,3,4,4,11,Loyal Customers
ORD02798,2022-10-20,2022-10-23,CUST0372,Alice Thomas,South,Sports & Outdoors,Pull-up Bar Doorway,5,77.99,32.02,0.08,2022,Q4,10,Oct,2022-10,Thursday,3.0,358.75,160.1,198.65,55.37,358.75,2022-10,2022-06,4,176,11,8104.11,1,2,4,7,Others
ORD02799,2022-07-10,2022-07-12,CUST0387,Henry Williams,Central,Office Supplies,Printer Paper,1,52.68,17.19,0.02,2022,Q3,7,Jul,2022-07,Sunday,2.0,51.63,17.19,34.44,66.71,51.63,2022-07,2022-03,4,72,12,8346.82,3,3,4,10,Loyal Customers
ORD02800,2023-04-20,2023-04-22,CUST0162,Wendy Thompson,Central,Electronics,USB-C Hub,5,39.73,15.08,0.07,2023,Q2,4,Apr,2023-04,Thursday,2.0,184.74,75.4,109.34,59.19,184.74,2023-04,2022-03,13,4,10,7166.15,5,2,4,11,New Customers
ORD02801,2022-01-03,2022-01-08,CUST0382,Iris Jackson,West,Electronics,USB-C Hub,1,43.81,12.97,0.01,2022,Q1,1,Jan,2022-01,Monday,5.0,43.37,12.97,30.4,70.09,43.37,2022-01,2022-01,0,18,24,11194.58,4,5,5,14,Champions
ORD02802,2023-03-12,2023-03-13,CUST0012,Grace Thompson,East,Clothing,Business Suit,2,368.13,152.37,0.04,2023,Q1,3,Mar,2023-03,Sunday,1.0,706.81,304.74,402.07,56.89,706.81,2023-03,2022-07,8,9,15,13471.42,5,4,5,14,Champions
ORD02803,2024-07-26,2024-07-29,CUST0339,Iris White,North,Clothing,Running Shoes Pro,3,116.93,45.12,0.09,2024,Q3,7,Jul,2024-07,Friday,3.0,319.22,135.36,183.86,57.6,319.22,2024-07,2022-01,30,71,11,2516.47,3,2,1,6,Potential Loyalists
ORD02804,2024-07-10,2024-07-13,CUST0133,Zoe Jackson,Central,Clothing,Dress Pants,4,91.23,34.4,0.09,2024,Q3,7,Jul,2024-07,Wednesday,3.0,332.08,137.6,194.48,58.56,332.08,2024-07,2022-01,30,24,12,4943.47,4,3,2,9,Loyal Customers
ORD02805,2023-04-14,2023-04-18,CUST0383,Iris Williams,North,Clothing,Business Suit,2,403.29,138.73,0.09,2023,Q2,4,Apr,2023-04,Friday,4.0,733.99,277.46,456.53,62.2,733.99,2023-04,2022-07,9,5,10,2513.22,5,2,1,8,New Customers
ORD02806,2024-02-29,2024-03-01,CUST0115,Olivia Brown,West,Furniture,Ergonomic Footrest,1,65.09,21.3,0.11,2024,Q1,2,Feb,2024-02,Thursday,1.0,57.93,21.3,36.63,63.23,57.93,2024-02,2022-02,24,55,16,10540.31,3,5,5,13,Loyal Customers
ORD02807,2023-12-14,2023-12-18,CUST0204,Alice Thompson,North,Office Supplies,Ballpoint Pens Pack,2,13.95,3.1,0.1,2023,Q4,12,Dec,2023-12,Thursday,4.0,25.11,6.2,18.91,75.31,25.11,2023-12,2022-03,21,9,24,17611.98,5,5,5,15,Champions
ORD02808,2023-08-28,2023-09-01,CUST0049,Henry Anderson,North,Electronics,Laptop Pro,2,1414.72,630.17,0.03,2023,Q3,8,Aug,2023-08,Monday,4.0,2744.56,1260.34,1484.22,54.08,2744.56,2023-08,2022-02,18,75,15,10381.19,3,4,5,12,Loyal Customers
ORD02809,2024-12-03,2024-12-07,CUST0238,Tara Jones,West,Clothing,Running Shoes Pro,1,106.37,46.32,0.13,2024,Q4,12,Dec,2024-12,Tuesday,4.0,92.54,46.32,46.22,49.95,92.54,2024-12,2022-01,35,28,13,8697.03,4,3,4,11,Loyal Customers
ORD02810,2024-08-15,2024-08-16,CUST0333,Xander Harris,North,Sports & Outdoors,Pull-up Bar Doorway,2,89.87,33.05,0.12,2024,Q3,8,Aug,2024-08,Thursday,1.0,158.17,66.1,92.07,58.21,158.17,2024-08,2022-01,31,60,18,8688.29,3,5,4,12,Loyal Customers
ORD02811,2024-09-22,2024-09-29,CUST0114,Olivia Martin,East,Electronics,Tablet Air,1,727.6,285.39,0.05,2024,Q3,9,Sep,2024-09,Sunday,7.0,691.22,285.39,405.83,58.71,691.22,2024-09,2022-07,26,100,16,13787.32,2,5,5,12,At Risk
ORD02812,2024-06-28,2024-07-03,CUST0053,Maya Wilson,West,Sports & Outdoors,Dumbbell Set 20kg,5,202.08,75.64,0.13,2024,Q2,6,Jun,2024-06,Friday,5.0,879.05,378.2,500.85,56.98,879.05,2024-06,2022-05,25,1,13,2660.49,5,3,1,9,Loyal Customers
ORD02813,2022-02-18,2022-02-20,CUST0048,Diana Thompson,East,Electronics,Webcam HD,1,96.02,30.21,0.04,2022,Q1,2,Feb,2022-02,Friday,2.0,92.18,30.21,61.97,67.23,92.18,2022-02,2022-02,0,107,17,12741.74,2,5,5,12,At Risk
ORD02814,2024-11-28,2024-12-01,CUST0340,Carol Martinez,East,Office Supplies,Desk Organizer,1,35.24,10.61,0.06,2024,Q4,11,Nov,2024-11,Thursday,3.0,33.13,10.61,22.52,67.97,33.13,2024-11,2022-05,30,13,21,12403.16,5,5,5,15,Champions
ORD02815,2022-02-24,,CUST0109,Noah Miller,North,Office Supplies,Ballpoint Pens Pack,2,11.38,3.23,0.05,2022,Q1,2,Feb,2022-02,Thursday,,21.62,6.46,15.16,70.12,21.62,2022-02,2022-02,0,76,10,7206.86,2,2,4,8,Others
ORD02816,2024-02-27,2024-03-04,CUST0207,Iris Brown,West,Electronics,USB-C Hub,2,47.93,14.67,0.03,2024,Q1,2,Feb,2024-02,Tuesday,6.0,92.98,29.34,63.64,68.44,92.98,2024-02,2022-03,23,3,16,7001.57,5,5,4,14,Champions
ORD02817,2024-07-19,2024-07-21,CUST0291,Jack Thomas,South,Electronics,Tablet Air,1,698.28,307.84,0.11,2024,Q3,7,Jul,2024-07,Friday,2.0,621.47,307.84,313.63,50.47,621.47,2024-07,2022-11,20,22,8,2958.2,4,1,1,6,New Customers
ORD02818,2023-02-06,2023-02-13,CUST0383,Iris Williams,Central,Office Supplies,Desk Organizer,5,36.0,11.39,0.12,2023,Q1,2,Feb,2023-02,Monday,7.0,158.4,56.95,101.45,64.05,158.4,2023-02,2022-07,7,5,10,2513.22,5,2,1,8,New Customers
ORD02819,2024-09-08,2024-09-14,CUST0199,Liam Martinez,East,Clothing,Running Shoes Pro,2,140.51,46.03,0.1,2024,Q3,9,Sep,2024-09,Sunday,6.0,252.92,92.06,160.86,63.6,252.92,2024-09,2022-01,32,53,15,11773.22,3,4,5,12,Loyal Customers
ORD02820,2024-09-13,2024-09-18,CUST0200,Frank White,North,Electronics,4K Monitor,1,432.92,209.47,0.01,2024,Q3,9,Sep,2024-09,Friday,5.0,428.59,209.47,219.12,51.13,428.59,2024-09,2022-06,27,49,14,8101.09,3,4,4,11,Loyal Customers
ORD02821,2023-10-17,2023-10-21,CUST0312,Olivia Jackson,North,Office Supplies,Stapler Heavy Duty,4,29.34,8.43,0.13,2023,Q4,10,Oct,2023-10,Tuesday,4.0,102.1,33.72,68.38,66.97,102.1,2023-10,2022-02,20,14,17,6485.83,5,5,3,13,Loyal Customers
ORD02822,2023-01-20,2023-01-23,CUST0385,Xander Thompson,South,Clothing,Casual Polo Shirt,4,53.99,16.71,0.05,2023,Q1,1,Jan,2023-01,Friday,3.0,205.16,66.84,138.32,67.42,205.16,2023-01,2022-05,8,45,13,3589.6,3,4,2,9,Loyal Customers
ORD02823,2023-08-30,2023-09-05,CUST0322,Olivia Johnson,North,Sports & Outdoors,Pull-up Bar Doorway,1,92.5,32.72,0.05,2023,Q3,8,Aug,2023-08,Wednesday,6.0,87.88,32.72,55.16,62.77,87.88,2023-08,2022-02,18,10,15,15833.28,5,4,5,14,Champions
ORD02824,2022-07-22,2022-07-28,CUST0277,Liam Jackson,Central,Furniture,Meeting Table,1,1314.25,537.65,0.06,2022,Q3,7,Jul,2022-07,Friday,6.0,1235.4,537.65,697.75,56.48,1235.4,2022-07,2022-06,1,3,15,3199.71,5,4,2,11,Loyal Customers
ORD02825,2022-04-23,2022-04-26,CUST0013,Noah Davis,North,Furniture,Bookshelf,4,175.8,73.2,0.03,2022,Q2,4,Apr,2022-04,Saturday,3.0,682.1,292.8,389.3,57.07,682.1,2022-04,2022-01,3,116,12,4253.13,2,3,2,7,At Risk
ORD02826,2022-08-16,2022-08-22,CUST0395,Sam Miller,East,Electronics,Laptop Pro,3,1296.05,648.15,0.01,2022,Q3,8,Aug,2022-08,Tuesday,6.0,3849.27,1944.45,1904.82,49.49,3849.27,2022-08,2022-01,7,4,14,18457.11,5,4,5,14,Champions
ORD02827,2023-06-13,2023-06-20,CUST0130,Emma Robinson,Central,Clothing,Business Suit,2,381.74,153.03,0.11,2023,Q2,6,Jun,2023-06,Tuesday,7.0,679.5,306.06,373.44,54.96,679.5,2023-06,2022-07,11,29,14,7033.47,4,4,4,12,Champions
ORD02828,2024-11-14,2024-11-16,CUST0336,Aaron Wilson,East,Electronics,Smartphone X,1,1047.84,507.3,0.08,2024,Q4,11,Nov,2024-11,Thursday,2.0,964.01,507.3,456.71,47.38,964.01,2024-11,2022-05,30,29,12,9670.96,4,3,5,12,Loyal Customers
ORD02829,2024-04-09,2024-04-13,CUST0066,Henry Jones,North,Clothing,Cotton T-Shirt Pack,3,37.36,11.46,0.14,2024,Q2,4,Apr,2024-04,Tuesday,4.0,96.39,34.38,62.01,64.33,96.39,2024-04,2022-04,24,47,13,6658.75,3,3,3,9,Loyal Customers
ORD02830,2024-08-12,2024-08-18,CUST0126,Carol Martin,East,Electronics,USB-C Hub,2,48.58,14.07,0.06,2024,Q3,8,Aug,2024-08,Monday,6.0,91.33,28.14,63.19,69.19,91.33,2024-08,2022-02,30,3,16,11892.52,5,5,5,15,Champions
ORD02831,2022-05-28,2022-06-04,CUST0272,Grace Wilson,North,Office Supplies,Sticky Notes Bulk,1,18.1,5.08,0.13,2022,Q2,5,May,2022-05,Saturday,7.0,15.75,5.08,10.67,67.75,15.75,2022-05,2022-05,0,389,9,2588.44,1,1,1,3,Others
ORD02832,2023-08-12,2023-08-13,CUST0247,Iris Garcia,South,Clothing,Casual Polo Shirt,10,60.79,17.07,0.1,2023,Q3,8,Aug,2023-08,Saturday,1.0,547.11,170.7,376.41,68.8,547.11,2023-08,2022-02,18,36,13,6968.84,4,3,4,11,Loyal Customers
ORD02833,2024-06-12,2024-06-17,CUST0123,Henry Williams,Central,Electronics,Smartphone X,1,843.19,461.71,0.03,2024,Q2,6,Jun,2024-06,Wednesday,5.0,817.89,461.71,356.18,43.55,817.89,2024-06,2022-01,29,141,11,7200.74,1,2,4,7,Others
ORD02834,2023-05-15,2023-05-17,CUST0116,Henry Davis,Central,Sports & Outdoors,Yoga Mat Premium,1,60.25,19.88,0.1,2023,Q2,5,May,2023-05,Monday,2.0,54.22,19.88,34.34,63.33,54.22,2023-05,2022-02,15,155,9,4527.89,1,1,2,4,Others
ORD02835,2024-12-28,2024-12-30,CUST0326,Zoe White,North,Furniture,Ergonomic Footrest,3,60.7,21.45,0.12,2024,Q4,12,Dec,2024-12,Saturday,2.0,160.25,64.35,95.9,59.84,160.25,2024-12,2022-03,33,3,12,5930.27,5,3,3,11,Loyal Customers
ORD02836,2023-10-20,2023-10-27,CUST0085,Quinn Garcia,Central,Furniture,Filing Cabinet,2,252.21,91.05,0.05,2023,Q4,10,Oct,2023-10,Friday,7.0,479.2,182.1,297.1,62.0,479.2,2023-10,2022-04,18,1,18,16636.49,5,5,5,15,Champions
ORD02837,2023-05-24,2023-05-31,CUST0383,Iris Williams,Central,Clothing,Running Shoes Pro,1,114.89,49.41,0.12,2023,Q2,5,May,2023-05,Wednesday,7.0,101.1,49.41,51.69,51.13,101.1,2023-05,2022-07,10,5,10,2513.22,5,2,1,8,New Customers
ORD02838,2023-09-26,2023-10-03,CUST0114,Olivia Martin,North,Clothing,Cotton T-Shirt Pack,1,31.99,11.83,0.06,2023,Q3,9,Sep,2023-09,Tuesday,7.0,30.07,11.83,18.24,60.66,30.07,2023-09,2022-07,14,100,16,13787.32,2,5,5,12,At Risk
ORD02839,2022-06-24,2022-07-01,CUST0171,Quinn Martin,North,Sports & Outdoors,Sports Water Bottle,2,22.79,5.83,0.05,2022,Q2,6,Jun,2022-06,Friday,7.0,43.3,11.66,31.64,73.07,43.3,2022-06,2022-02,4,7,21,4848.3,5,5,2,12,Loyal Customers
ORD02840,2022-04-17,2022-04-19,CUST0183,Sam Martin,North,Clothing,Dress Pants,2,108.93,37.61,0.1,2022,Q2,4,Apr,2022-04,Sunday,2.0,196.07,75.22,120.85,61.64,196.07,2022-04,2022-01,3,295,11,7727.95,1,2,4,7,Others
ORD02841,2023-01-01,2023-01-07,CUST0204,Alice Thompson,South,Office Supplies,Whiteboard Magnetic,1,174.92,57.7,0.0,2023,Q1,1,Jan,2023-01,Sunday,6.0,174.92,57.7,117.22,67.01,174.92,2023-01,2022-03,10,9,24,17611.98,5,5,5,15,Champions
ORD02842,2022-12-25,2022-12-30,CUST0164,Emma Miller,Central,Furniture,Bookshelf,3,185.87,67.07,0.09,2022,Q4,12,Dec,2022-12,Sunday,5.0,507.43,201.21,306.22,60.35,507.43,2022-12,2022-03,9,49,15,11235.06,3,4,5,12,Loyal Customers
ORD02843,2023-02-05,2023-02-10,CUST0184,Karen Wilson,East,Clothing,Winter Jacket,10,244.39,91.12,0.13,2023,Q1,2,Feb,2023-02,Sunday,5.0,2126.19,911.2,1214.99,57.14,2126.19,2023-02,2022-04,10,75,14,5493.04,3,4,3,10,Loyal Customers
ORD02844,2024-07-13,2024-07-16,CUST0350,Rachel White,South,Office Supplies,Printer Paper,1,47.22,18.41,0.01,2024,Q3,7,Jul,2024-07,Saturday,3.0,46.75,18.41,28.34,60.62,46.75,2024-07,2022-07,24,171,16,6712.99,1,5,3,9,Lost Customers
ORD02845,2023-12-29,2024-01-02,CUST0335,Yara Davis,North,Clothing,Winter Jacket,2,194.38,90.96,0.06,2023,Q4,12,Dec,2023-12,Friday,4.0,365.43,181.92,183.51,50.22,365.43,2023-12,2022-02,22,25,8,3441.11,4,1,2,7,New Customers
ORD02846,2023-02-25,2023-02-27,CUST0016,Yara Garcia,East,Furniture,Bookshelf,4,209.6,69.6,0.08,2023,Q1,2,Feb,2023-02,Saturday,2.0,771.33,278.4,492.93,63.91,771.33,2023-02,2022-02,12,238,13,10271.68,1,3,5,9,Lost Customers
ORD02847,2022-12-07,2022-12-13,CUST0130,Emma Robinson,Central,Clothing,Casual Polo Shirt,3,48.93,18.22,,2022,Q4,12,Dec,2022-12,Wednesday,6.0,,54.66,,,,2022-12,2022-07,5,29,14,7033.47,4,4,4,12,Champions
ORD02848,2022-08-15,2022-08-16,CUST0242,Chris Jackson,South,Clothing,Casual Polo Shirt,1,64.27,17.92,0.08,2022,Q3,8,Aug,2022-08,Monday,1.0,59.13,17.92,41.21,69.69,59.13,2022-08,2022-05,3,199,11,6142.44,1,2,3,6,Others
ORD02849,2023-12-25,2024-01-01,CUST0149,Olivia Thompson,North,Electronics,Smartphone X,2,963.9,459.23,0.02,2023,Q4,12,Dec,2023-12,Monday,7.0,1889.24,918.46,970.78,51.38,1889.24,2023-12,2022-01,23,1,19,12257.71,5,5,5,15,Champions
ORD02850,2023-08-28,2023-08-30,CUST0279,Tara Anderson,North,Clothing,Casual Polo Shirt,4,48.51,17.32,0.12,2023,Q3,8,Aug,2023-08,Monday,2.0,170.76,69.28,101.48,59.43,170.76,2023-08,2022-03,17,122,11,4267.43,2,2,2,6,Others
ORD02851,2023-03-05,2023-03-11,CUST0203,Tara Martin,East,Clothing,Dress Pants,3,104.02,35.94,0.02,2023,Q1,3,Mar,2023-03,Sunday,6.0,305.82,107.82,198.0,64.74,305.82,2023-03,2022-02,13,20,9,2475.58,4,1,1,6,New Customers
ORD02852,2024-01-15,2024-01-16,CUST0017,Wendy Jackson,Central,Office Supplies,Stapler Heavy Duty,1,25.41,9.3,0.09,2024,Q1,1,Jan,2024-01,Monday,1.0,23.12,9.3,13.82,59.78,23.12,2024-01,2022-03,22,62,11,8844.91,3,2,4,9,Potential Loyalists
ORD02853,2022-04-08,2022-04-09,CUST0108,Beth Clark,South,Office Supplies,Sticky Notes Bulk,1,16.54,4.94,0.15,2022,Q2,4,Apr,2022-04,Friday,1.0,14.06,4.94,9.12,64.86,14.06,2022-04,2022-03,1,67,10,6346.16,3,2,3,8,Potential Loyalists
ORD02854,2023-04-18,2023-04-19,CUST0362,Chris Davis,South,Furniture,Standing Desk,3,586.0,269.2,0.1,2023,Q2,4,Apr,2023-04,Tuesday,1.0,1582.2,807.6,774.6,48.96,1582.2,2023-04,2022-03,13,25,13,3792.38,4,4,2,10,Loyal Customers
ORD02855,2022-08-23,2022-08-27,CUST0393,Henry Jones,Central,Office Supplies,Ballpoint Pens Pack,1,14.14,2.92,0.13,2022,Q3,8,Aug,2022-08,Tuesday,4.0,12.3,2.92,9.38,76.26,12.3,2022-08,2022-06,2,17,14,5974.75,4,4,3,11,Loyal Customers
ORD02856,2024-05-14,2024-05-21,CUST0219,Karen Jones,West,Electronics,Wireless Headphones,1,285.34,87.85,0.13,2024,Q2,5,May,2024-05,Tuesday,7.0,248.25,87.85,160.4,64.61,248.25,2024-05,2022-05,24,97,17,4969.08,2,5,2,9,At Risk
ORD02857,2023-07-25,2023-07-28,CUST0033,Wendy Williams,West,Office Supplies,Printer Paper,1,42.96,19.03,0.06,2023,Q3,7,Jul,2023-07,Tuesday,3.0,40.38,19.03,21.35,52.87,40.38,2023-07,2022-01,18,64,11,1740.74,3,2,1,6,Potential Loyalists
ORD02858,2023-08-12,2023-08-15,CUST0377,Frank Johnson,East,Clothing,Running Shoes Pro,3,126.49,44.19,0.0,2023,Q3,8,Aug,2023-08,Saturday,3.0,379.47,132.57,246.9,65.06,379.47,2023-08,2022-01,19,40,15,4461.46,4,5,2,11,Loyal Customers
ORD02859,2022-12-15,2022-12-20,CUST0002,Alice Wilson,North,Electronics,Tablet Air,5,651.41,292.28,0.04,2022,Q4,12,Dec,2022-12,Thursday,5.0,3126.77,1461.4,1665.37,53.26,3126.77,2022-12,2022-01,11,65,20,16743.78,3,5,5,13,Loyal Customers
ORD02860,2024-04-15,2024-04-20,CUST0294,Grace Jackson,South,Office Supplies,Printer Paper,2,43.89,16.61,0.06,2024,Q2,4,Apr,2024-04,Monday,5.0,82.51,33.22,49.29,59.74,82.51,2024-04,2022-04,24,260,10,3151.6,1,2,1,4,Others
ORD02861,2023-05-16,2023-05-22,CUST0084,Xander Wilson,Central,Electronics,Mechanical Keyboard,1,147.02,43.4,0.12,2023,Q2,5,May,2023-05,Tuesday,6.0,129.38,43.4,85.98,66.46,129.38,2023-05,2022-02,15,38,12,5484.4,4,3,3,10,Loyal Customers
ORD02862,2024-06-30,2024-07-06,CUST0156,Grace Thomas,North,Electronics,Mechanical Keyboard,10,134.03,42.32,0.14,2024,Q2,6,Jun,2024-06,Sunday,6.0,1152.66,423.2,729.46,63.28,1152.66,2024-06,2022-04,26,119,9,6152.08,2,1,3,6,Others
ORD02863,2023-02-11,2023-02-16,CUST0187,Maya Jones,North,Office Supplies,Whiteboard Magnetic,1,176.78,54.98,0.03,2023,Q1,2,Feb,2023-02,Saturday,5.0,171.48,54.98,116.5,67.94,171.48,2023-02,2022-01,13,59,17,13940.98,3,5,5,13,Loyal Customers
ORD02864,2023-01-07,2023-01-11,CUST0229,Emma Jackson,South,Office Supplies,Ballpoint Pens Pack,3,13.5,2.91,0.08,2023,Q1,1,Jan,2023-01,Saturday,4.0,37.26,8.73,28.53,76.57,37.26,2023-01,2022-02,11,153,12,10879.66,1,3,5,9,Lost Customers
ORD02865,2022-02-08,2022-02-10,CUST0011,Alice Thompson,Central,Clothing,Business Suit,1,359.6,156.21,0.14,2022,Q1,2,Feb,2022-02,Tuesday,2.0,309.26,156.21,153.05,49.49,309.26,2022-02,2022-01,1,102,17,13141.57,2,5,5,12,At Risk
ORD02866,2024-06-03,2024-06-04,CUST0159,Alice Thomas,Central,Sports & Outdoors,Yoga Mat Premium,1,65.52,20.3,0.02,2024,Q2,6,Jun,2024-06,Monday,1.0,64.21,20.3,43.91,68.38,64.21,2024-06,2022-01,29,116,11,4654.9,2,2,2,6,Others
ORD02867,2023-08-28,2023-09-03,CUST0375,Carol Jackson,North,Furniture,Bookshelf,3,210.09,70.02,0.13,2023,Q3,8,Aug,2023-08,Monday,6.0,548.33,210.06,338.27,61.69,548.33,2023-08,2022-01,19,2,16,5754.49,5,5,3,13,Loyal Customers
ORD02868,2024-06-30,2024-07-04,CUST0307,Henry Miller,North,Office Supplies,Sticky Notes Bulk,2,20.12,5.05,0.13,2024,Q2,6,Jun,2024-06,Sunday,4.0,35.01,10.1,24.91,71.15,35.01,2024-06,2022-02,28,30,20,16435.92,4,5,5,14,Champions
ORD02869,2023-09-18,2023-09-25,CUST0170,Sam Harris,West,Furniture,Filing Cabinet,1,258.9,99.52,0.15,2023,Q3,9,Sep,2023-09,Monday,7.0,220.06,99.52,120.54,54.78,220.06,2023-09,2022-01,20,121,17,6468.07,2,5,3,10,At Risk
ORD02870,2024-03-07,2024-03-08,CUST0282,Quinn Martinez,East,Office Supplies,Stapler Heavy Duty,1,31.08,9.26,0.13,2024,Q1,3,Mar,2024-03,Thursday,1.0,27.04,9.26,17.78,65.75,27.04,2024-03,2022-05,22,56,17,8003.92,3,5,4,12,Loyal Customers
ORD02871,2022-08-12,2022-08-15,CUST0338,Paul Davis,North,Sports & Outdoors,Pull-up Bar Doorway,3,86.65,35.37,0.03,2022,Q3,8,Aug,2022-08,Friday,3.0,252.15,106.11,146.04,57.92,252.15,2022-08,2022-01,7,72,14,12376.71,3,4,5,12,Loyal Customers
ORD02872,2022-05-05,2022-05-06,CUST0264,Frank Robinson,North,Furniture,Standing Desk,3,596.2,285.99,0.07,2022,Q2,5,May,2022-05,Thursday,1.0,1663.4,857.97,805.43,48.42,1663.4,2022-05,2022-03,2,57,11,5000.49,3,2,2,7,Potential Loyalists
ORD02873,2023-04-11,2023-04-12,CUST0352,Grace Jackson,West,Furniture,Ergonomic Footrest,2,67.1,22.27,0.07,2023,Q2,4,Apr,2023-04,Tuesday,1.0,124.81,44.54,80.27,64.31,124.81,2023-04,2022-01,15,135,14,11896.19,1,4,5,10,Lost Customers
ORD02874,2024-09-08,2024-09-13,CUST0305,Aaron Davis,East,Electronics,Wireless Headphones,2,276.08,88.14,0.02,2024,Q3,9,Sep,2024-09,Sunday,5.0,541.12,176.28,364.84,67.42,541.12,2024-09,2022-02,31,114,13,4957.93,2,3,2,7,At Risk
ORD02875,2024-12-02,2024-12-08,CUST0249,Maya Johnson,East,Clothing,Business Suit,1,438.41,153.27,0.13,2024,Q4,12,Dec,2024-12,Monday,6.0,381.42,153.27,228.15,59.82,381.42,2024-12,2022-02,34,29,17,6864.42,4,5,4,13,Champions
ORD02876,2024-11-14,2024-11-18,CUST0263,David Wilson,East,Furniture,Meeting Table,5,1187.58,572.79,0.08,2024,Q4,11,Nov,2024-11,Thursday,4.0,5462.87,2863.95,2598.92,47.57,5462.87,2024-11,2022-04,31,47,13,11050.94,3,3,5,11,Loyal Customers
ORD02877,2022-01-18,2022-01-24,CUST0003,Henry Davis,,Furniture,Meeting Table,1,1224.27,577.62,0.07,2022,Q1,1,Jan,2022-01,Tuesday,6.0,1138.57,577.62,560.95,49.27,1138.57,2022-01,2022-01,0,24,11,4824.86,4,2,2,8,New Customers
ORD02878,2023-09-01,2023-09-08,CUST0142,Zoe Brown,East,Sports & Outdoors,Pull-up Bar Doorway,5,99.8,34.85,0.1,2023,Q3,9,Sep,2023-09,Friday,7.0,449.1,174.25,274.85,61.2,449.1,2023-09,2022-01,20,42,10,3001.3,4,2,1,7,New Customers
ORD02879,2022-12-15,2022-12-21,CUST0219,Karen Jones,East,Office Supplies,Stapler Heavy Duty,2,25.57,9.67,0.1,2022,Q4,12,Dec,2022-12,Thursday,6.0,46.03,19.34,26.69,57.98,46.03,2022-12,2022-05,7,97,17,4969.08,2,5,2,9,At Risk
ORD02880,2022-08-12,2022-08-18,CUST0201,Aaron Thompson,East,Office Supplies,Sticky Notes Bulk,4,17.09,5.21,0.24,2022,Q3,8,Aug,2022-08,Friday,6.0,51.95,20.84,31.11,59.88,51.95,2022-08,2022-08,0,164,13,5327.6,1,3,3,7,Lost Customers
ORD02881,2024-11-22,2024-11-25,CUST0321,Zoe Martin,North,Furniture,Bookshelf,1,189.71,76.83,0.13,2024,Q4,11,Nov,2024-11,Friday,3.0,165.05,76.83,88.22,53.45,165.05,2024-11,2022-05,30,39,12,2684.88,4,3,1,8,Loyal Customers
ORD02882,2024-11-02,2024-11-09,CUST0161,Jack Jackson,West,Clothing,Cotton T-Shirt Pack,2,38.19,11.13,0.11,2024,Q4,11,Nov,2024-11,Saturday,7.0,67.98,22.26,45.72,67.26,67.98,2024-11,2022-02,33,15,8,10263.16,5,1,5,11,New Customers
ORD02883,2024-09-03,2024-09-08,CUST0159,Alice Thomas,East,Office Supplies,Whiteboard Magnetic,1,161.97,60.76,0.03,2024,Q3,9,Sep,2024-09,Tuesday,5.0,157.11,60.76,96.35,61.33,157.11,2024-09,2022-01,32,116,11,4654.9,2,2,2,6,Others
ORD02884,2024-06-25,2024-07-01,CUST0344,Carol Jones,West,Electronics,Tablet Air,1,736.0,319.59,0.1,2024,Q2,6,Jun,2024-06,Tuesday,6.0,662.4,319.59,342.81,51.75,662.4,2024-06,2022-08,22,4,12,10008.49,5,3,5,13,Loyal Customers
ORD02885,2023-01-31,2023-02-03,CUST0337,Yara Martin,West,Clothing,Winter Jacket,2,199.8,93.93,0.19,2023,Q1,1,Jan,2023-01,Tuesday,3.0,323.68,187.86,135.82,41.96,323.68,2023-01,2022-02,11,18,14,2294.64,4,4,1,9,Loyal Customers
